"product_id";"video_link_github";"title";"price";"product_link";"availability";"condition";"description";"image_link";"additional_image_link";"quantity_to_sell_on_facebook"
"DPS-WP-20260601-1217-001";"https://raw.githubusercontent.com/Susderk/mockup-uploads/main/mockups/2026-06-01/Mystical%20City%20Glow/Mystical_City_Glow.mp4";"Rooftop Skyline Wallpaper | Ethereal Fireworks 4K";"2,99";"https://digipicshopdesigns.etsy.com/de/listing/4514385442";"in stock";"new";"Out of dozens of generated variations, this scene made it through for one reason: the light feels right. The color temperature, the depth, the moment of stillness — it works whether you're deep in a focus session or on a video call where the background quietly says something about your taste. Handpicked for visual harmony, not just aesthetic novelty. Delivered as crisp 4K files, ready to use.

What's included: 5 high-resolution image files in 4K resolution, featuring a minimalist rooftop perspective with an illuminated city skyline and fireworks bursting across misty dawn skies. Muted lavender and peach tones create an ethereal, dreamlike quality. Perfect for desktop wallpaper, Zoom backgrounds, and virtual meeting calls.

How to use: Download, unzip, and set as your desktop background or upload to your video conferencing platform.

For those who believe the spaces we occupy — even digital ones — should be chosen, not defaulted to.

This product was created using AI and manually curated.

📩 Message me for a free installation guide – available in English, German, Spanish, and Portuguese for Windows, Mac, and Linux. @digipicshop";"https://raw.githubusercontent.com/Susderk/mockup-uploads/main/mockups/2026-06-01/Mystical%20City%20Glow/1.png";"https://raw.githubusercontent.com/Susderk/mockup-uploads/main/mockups/2026-06-01/Mystical%20City%20Glow/2.png, https://raw.githubusercontent.com/Susderk/mockup-uploads/main/mockups/2026-06-01/Mystical%20City%20Glow/3.png, https://raw.githubusercontent.com/Susderk/mockup-uploads/main/mockups/2026-06-01/Mystical%20City%20Glow/4.png";"999"
"DPS-WP-20260601-1217-002";"https://raw.githubusercontent.com/Susderk/mockup-uploads/main/mockups/2026-06-01/Summer%20Nostalgia/Summer_Nostalgia.mp4";"Nostalgic Lemonade Stand Wallpaper | Americana 4K";"2,99";"https://digipicshopdesigns.etsy.com/de/listing/4514386240";"in stock";"new";"Out of dozens of generated variations, this scene made it through for one reason: the light feels right. The color temperature, the depth, the moment of stillness — it works whether you're deep in a focus session or on a video call where the background quietly says something about your taste. Handpicked for visual harmony, not just aesthetic novelty. Delivered as crisp 4K files, ready to use.

What you get: 5 high-resolution 4K image files in multiple formats. Perfect for desktop wallpaper, Zoom backgrounds, and Teams calls. The muted teal and coral palette with warm golden-hour lighting creates a nostalgic, dreamy mood that grounds your workspace without competing with your screen. Simply download, set as your wallpaper or video background, and enjoy.

For those who believe the spaces we occupy — even digital ones — should be chosen, not defaulted to.

This product was created using AI and manually curated.

📩 Message me for a free installation guide – available in English, German, Spanish, and Portuguese for Windows, Mac, and Linux. @digipicshop";"https://raw.githubusercontent.com/Susderk/mockup-uploads/main/mockups/2026-06-01/Summer%20Nostalgia/1.png";"https://raw.githubusercontent.com/Susderk/mockup-uploads/main/mockups/2026-06-01/Summer%20Nostalgia/2.png, https://raw.githubusercontent.com/Susderk/mockup-uploads/main/mockups/2026-06-01/Summer%20Nostalgia/3.png, https://raw.githubusercontent.com/Susderk/mockup-uploads/main/mockups/2026-06-01/Summer%20Nostalgia/4.png";"999"
"DPS-WP-20260601-1217-003";"https://raw.githubusercontent.com/Susderk/mockup-uploads/main/mockups/2026-06-01/July%20Celebration/July_Celebration.mp4";"Stadium Fireworks Wallpaper | Ochre Sage 4K Desktop";"2,99";"https://digipicshopdesigns.etsy.com/de/listing/4514387093";"in stock";"new";"Out of dozens of generated variations, this scene made it through for one reason: the light feels right. The color temperature, the depth, the moment of anticipation — it works whether you're deep in a focus session or on a video call where the background quietly says something about your taste. Handpicked for visual harmony, not just aesthetic novelty.

This bundle delivers 5 high-resolution image files in 4K, all featuring a cinematic stadium moment captured in watercolor impressionism. The earthy ochre and sage palette creates a calm, contemplative mood under humid tropical light. Soft edges dissolve like ink on paper, with atmospheric haze adding depth without distraction.

Use these files as desktop wallpaper, Zoom background, or Teams meeting backdrop. Simply download, select your screen resolution, and set as background. Made for anyone who believes the spaces we occupy — even digital ones — should be chosen, not defaulted to.

This product was created using AI and manually curated.

📩 Message me for a free installation guide – available in English, German, Spanish, and Portuguese for Windows, Mac, and Linux. @digipicshop";"https://raw.githubusercontent.com/Susderk/mockup-uploads/main/mockups/2026-06-01/July%20Celebration/1.png";"https://raw.githubusercontent.com/Susderk/mockup-uploads/main/mockups/2026-06-01/July%20Celebration/2.png, https://raw.githubusercontent.com/Susderk/mockup-uploads/main/mockups/2026-06-01/July%20Celebration/3.png, https://raw.githubusercontent.com/Susderk/mockup-uploads/main/mockups/2026-06-01/July%20Celebration/4.png";"999"
"DPS-WP-20260601-1217-004";"https://raw.githubusercontent.com/Susderk/mockup-uploads/main/mockups/2026-06-01/Patriotic%20Dusk/Patriotic_Dusk.mp4";"Isometric Lake Beach Wallpaper | Ethereal Dusk 4K";"2,99";"https://digipicshopdesigns.etsy.com/de/listing/4514388274";"in stock";"new";"Out of dozens of generated variations, this scene made it through for one reason: the light feels right. The color temperature, the depth, the moment of stillness — it works whether you're deep in a focus session or on a video call where the background quietly says something about your taste. Handpicked for visual harmony, not just aesthetic novelty. Delivered as a crisp 4K file, ready to use.

This bundle includes 5 high-resolution image files in 4K resolution. Each captures an isometric lake beach at dusk, bathed in soft golden hour light with ethereal mist and a serene patriotic bunting detail. The earthy ochre and sage color palette creates a dreamlike, mystical atmosphere perfect for any workspace.

Use these files as desktop wallpaper, Zoom background, Teams background, or screen saver. Simply download and set as your background — no installation needed. For those who believe the spaces we occupy — even digital ones — should be chosen, not defaulted to.

This product was created using AI and manually curated.

📩 Message me for a free installation guide – available in English, German, Spanish, and Portuguese for Windows, Mac, and Linux. @digipicshop";"https://raw.githubusercontent.com/Susderk/mockup-uploads/main/mockups/2026-06-01/Patriotic%20Dusk/1.png";"https://raw.githubusercontent.com/Susderk/mockup-uploads/main/mockups/2026-06-01/Patriotic%20Dusk/2.png, https://raw.githubusercontent.com/Susderk/mockup-uploads/main/mockups/2026-06-01/Patriotic%20Dusk/3.png, https://raw.githubusercontent.com/Susderk/mockup-uploads/main/mockups/2026-06-01/Patriotic%20Dusk/4.png";"999"
"DPS-WP-20260601-1217-005";"https://raw.githubusercontent.com/Susderk/mockup-uploads/main/mockups/2026-06-01/Golden%20Hour%20Freedom/Golden_Hour_Freedom.mp4";"Independence Day Picnic Wallpaper | Ethereal Aerial 4K";"2,99";"https://digipicshopdesigns.etsy.com/de/listing/4514389228";"in stock";"new";"Out of dozens of generated variations, this scene made it through for one reason: the light feels right. The color temperature, the depth, the moment of stillness — it works whether you're deep in a focus session or on a video call where the background quietly says something about your taste. Handpicked for visual harmony, not just aesthetic novelty. Delivered as a crisp 4K file, ready to use.

What you get: 5 high-resolution 4K image files in this ethereal aerial perspective. The muted teal and coral palette with soft golden hour glow creates a dreamlike quality that grounds your workspace without competing with what's on screen. Works beautifully as a desktop wallpaper or Zoom/Teams background.

How to use: Download, unzip, and set as your desktop background or video call backdrop in seconds.

For those who believe the spaces we occupy — even digital ones — should be chosen, not defaulted to.

This product was created using AI and manually curated.

📩 Message me for a free installation guide – available in English, German, Spanish, and Portuguese for Windows, Mac, and Linux. @digipicshop";"https://raw.githubusercontent.com/Susderk/mockup-uploads/main/mockups/2026-06-01/Golden%20Hour%20Freedom/1.png";"https://raw.githubusercontent.com/Susderk/mockup-uploads/main/mockups/2026-06-01/Golden%20Hour%20Freedom/2.png, https://raw.githubusercontent.com/Susderk/mockup-uploads/main/mockups/2026-06-01/Golden%20Hour%20Freedom/3.png, https://raw.githubusercontent.com/Susderk/mockup-uploads/main/mockups/2026-06-01/Golden%20Hour%20Freedom/4.png";"999"
"DPS-WP-20260602-1220-001";"https://raw.githubusercontent.com/Susderk/mockup-uploads/main/mockups/2026-06-02/Midnight%20Celebration/Midnight_Celebration.mp4";"Fireworks Church Steeple Wallpaper | Neon Night 4K";"2,99";"https://digipicshopdesigns.etsy.com/de/listing/4514924603";"in stock";"new";"Built for screens that mean business. The color palette pulls from digital infrastructure — the kind of visual language that shows up in server rooms, late-night coding sessions, and setups where the aesthetic is part of the workflow. High contrast, layered depth, and enough visual tension to keep things interesting without becoming noise. A background that matches the energy of the work.

This set includes 5 high-resolution image files in 4K resolution. Each file is ready to use as a desktop wallpaper or Zoom/Teams video call background. Simply download, set as your background, and go — no printing, no shipping, instant access.

Use cases: deep work sessions, creative workspace decor, video meeting backdrops, home office aesthetic. The vibrant neon fireworks and small-town church steeple create an energetic yet grounded mood that works for focused tasks and casual calls alike.

For setups where the aesthetic isn't decoration — it's signal.

This product was created using AI and manually curated.

📩 Message me for a free installation guide – available in English, German, Spanish, and Portuguese for Windows, Mac, and Linux. @digipicshop";"https://raw.githubusercontent.com/Susderk/mockup-uploads/main/mockups/2026-06-02/Midnight%20Celebration/1.png";"https://raw.githubusercontent.com/Susderk/mockup-uploads/main/mockups/2026-06-02/Midnight%20Celebration/2.png, https://raw.githubusercontent.com/Susderk/mockup-uploads/main/mockups/2026-06-02/Midnight%20Celebration/3.png, https://raw.githubusercontent.com/Susderk/mockup-uploads/main/mockups/2026-06-02/Midnight%20Celebration/4.png";"999"
"DPS-WP-20260602-1220-002";"https://raw.githubusercontent.com/Susderk/mockup-uploads/main/mockups/2026-06-02/Monsoon%20Canopy/Monsoon_Canopy.mp4";"Rainforest Canopy Wallpaper | Moody Teal 4K";"2,99";"https://digipicshopdesigns.etsy.com/de/listing/4514925072";"in stock";"new";"Some workspaces need a horizon. This scene brings in natural light, atmospheric mist, and the kind of quiet that makes focused work feel less confined. Shot through a rainforest canopy after monsoon rain, the deep teal and emerald foliage creates a grounding without being decorative — the kind of background that doesn't compete with what's on screen, but gives the room a different quality of air. Works for video calls, deep work sessions, and spaces that need to feel a little less like offices.

What you get: 5 high-resolution image files in 4K resolution, ready to use as desktop wallpaper or Zoom/Teams background. Simply download and set as your background.

Made for anyone who wants their workspace to feel less like infrastructure and more like a place worth being.

This product was created using AI and manually curated.

📩 Message me for a free installation guide – available in English, German, Spanish, and Portuguese for Windows, Mac, and Linux. @digipicshop";"https://raw.githubusercontent.com/Susderk/mockup-uploads/main/mockups/2026-06-02/Monsoon%20Canopy/1.png";"https://raw.githubusercontent.com/Susderk/mockup-uploads/main/mockups/2026-06-02/Monsoon%20Canopy/2.png, https://raw.githubusercontent.com/Susderk/mockup-uploads/main/mockups/2026-06-02/Monsoon%20Canopy/3.png, https://raw.githubusercontent.com/Susderk/mockup-uploads/main/mockups/2026-06-02/Monsoon%20Canopy/4.png";"999"
"DPS-WP-20260602-1220-003";"https://raw.githubusercontent.com/Susderk/mockup-uploads/main/mockups/2026-06-02/Dusk%20Duty%20Honor/Dusk_Duty_Honor.mp4";"Patriotic Military Flag Wallpaper | Neon Ethereal 4K";"2,99";"https://digipicshopdesigns.etsy.com/de/listing/4514925456";"in stock";"new";"Out of dozens of generated variations, this scene made it through for one reason: the light feels right. The color temperature, the depth, the moment of stillness — it works whether you're deep in a focus session or on a video call where the background quietly says something about your taste. Handpicked for visual harmony, not just aesthetic novelty. Delivered as a crisp 4K file, ready to use.

You get 5 high-resolution image files in 4K resolution, each featuring a patriotic military aesthetic layered with neon vector details, golden hour warmth, and ethereal prismatic light patterns. The dreamy atmosphere and soft fog transitions create depth without distraction.

Use as a desktop wallpaper, Zoom background, or Teams meeting backdrop. Simply download, select your preferred file, and set as your desktop or video call background.

For those who believe the spaces we occupy — even digital ones — should be chosen, not defaulted to.

This product was created using AI and manually curated.

📩 Message me for a free installation guide – available in English, German, Spanish, and Portuguese for Windows, Mac, and Linux. @digipicshop";"https://raw.githubusercontent.com/Susderk/mockup-uploads/main/mockups/2026-06-02/Dusk%20Duty%20Honor/1.png";"https://raw.githubusercontent.com/Susderk/mockup-uploads/main/mockups/2026-06-02/Dusk%20Duty%20Honor/2.png, https://raw.githubusercontent.com/Susderk/mockup-uploads/main/mockups/2026-06-02/Dusk%20Duty%20Honor/3.png, https://raw.githubusercontent.com/Susderk/mockup-uploads/main/mockups/2026-06-02/Dusk%20Duty%20Honor/4.png";"999"
"DPS-WP-20260602-1220-004";"https://raw.githubusercontent.com/Susderk/mockup-uploads/main/mockups/2026-06-02/Frozen%20Geometry/Frozen_Geometry.mp4";"Arctic Ice Geometry Wallpaper | Minimalist 4K";"2,99";"https://digipicshopdesigns.etsy.com/de/listing/4514925868";"in stock";"new";"Out of dozens of generated variations, this scene made it through for one reason: the light feels right. The color temperature—cool blues against warm ochre and sage accents—the depth, the moment of stillness—it works whether you're deep in a focus session or on a video call where the background quietly says something about your taste. Handpicked for visual harmony, not just aesthetic novelty.

What you get: 5 high-resolution image files in 4K resolution. Each file is ready to use as a desktop wallpaper or Zoom/Teams background. Simply download, extract, and set as your desktop or upload to your video platform.

Minimalist Arctic ice geometry dissolves into negative space with soft gradient transitions, street-art style with natural landscape sensibility. Serene frozen seascape mood—grounding without competing with your workflow.

For those who believe the spaces we occupy—even digital ones—should be chosen, not defaulted to.

This product was created using AI and manually curated.

📩 Message me for a free installation guide – available in English, German, Spanish, and Portuguese for Windows, Mac, and Linux. @digipicshop";"https://raw.githubusercontent.com/Susderk/mockup-uploads/main/mockups/2026-06-02/Frozen%20Geometry/1.png";"https://raw.githubusercontent.com/Susderk/mockup-uploads/main/mockups/2026-06-02/Frozen%20Geometry/2.png, https://raw.githubusercontent.com/Susderk/mockup-uploads/main/mockups/2026-06-02/Frozen%20Geometry/3.png, https://raw.githubusercontent.com/Susderk/mockup-uploads/main/mockups/2026-06-02/Frozen%20Geometry/4.png";"999"
"DPS-WP-20260602-1220-005";"https://raw.githubusercontent.com/Susderk/mockup-uploads/main/mockups/2026-06-02/Festive%20Lake%20Dawn/Festive_Lake_Dawn.mp4";"Foggy Boat Parade Wallpaper | Festive Lake Dawn 4K";"2,99";"https://digipicshopdesigns.etsy.com/de/listing/4514926249";"in stock";"new";"Out of dozens of generated variations, this scene made it through for one reason: the light feels right. The color temperature, the depth, the moment of stillness — it works whether you're deep in a focus session or on a video call where the background quietly says something about your taste. Handpicked for visual harmony, not just aesthetic novelty. Delivered as a crisp 4K file, ready to use.

What you get: 5 high-resolution image files in 4K resolution, each capturing a festive boat parade on a serene lake at mystical foggy dawn. Muted teal and coral palette with atmospheric mist and soft luminous glow. Use as desktop wallpaper, Zoom background, or Teams meeting backdrop. Download, set, and enjoy instantly — no installation required.

For those who believe the spaces we occupy — even digital ones — should be chosen, not defaulted to.

This product was created using AI and manually curated.

📩 Message me for a free installation guide – available in English, German, Spanish, and Portuguese for Windows, Mac, and Linux. @digipicshop";"https://raw.githubusercontent.com/Susderk/mockup-uploads/main/mockups/2026-06-02/Festive%20Lake%20Dawn/1.png";"https://raw.githubusercontent.com/Susderk/mockup-uploads/main/mockups/2026-06-02/Festive%20Lake%20Dawn/2.png, https://raw.githubusercontent.com/Susderk/mockup-uploads/main/mockups/2026-06-02/Festive%20Lake%20Dawn/3.png, https://raw.githubusercontent.com/Susderk/mockup-uploads/main/mockups/2026-06-02/Festive%20Lake%20Dawn/4.png";"999"
